"fy_ef","org_id","org_name","sobj_en","expenditures" 
2015,280,"Public Health Agency of Canada","Professional and special services",89873772.20
2015,280,"Public Health Agency of Canada","Rentals",1718601.78
2015,280,"Public Health Agency of Canada","Repair and maintenance",3260877.33
2015,280,"Public Health Agency of Canada","Utilities, materials and supplies",23448622.58
2015,280,"Public Health Agency of Canada","Acquisition of land, buildings and works",15000.00
2015,280,"Public Health Agency of Canada","Acquisition of machinery and equipment",8136009.80
2015,280,"Public Health Agency of Canada","Transfer payments",201860869.81
2015,280,"Public Health Agency of Canada","Other subsidies and payments",3517695.34
2015,280,"Public Health Agency of Canada","External revenues",-567017.33
2015,280,"Public Health Agency of Canada","Internal revenues",-47069.88
2015,282,"Public Service Commission","Personnel",71176772.56
2015,282,"Public Service Commission","Transportation and communications",437112.42
2015,282,"Public Service Commission","Information",236398.36
2015,282,"Public Service Commission","Professional and special services",6830801.43
2015,282,"Public Service Commission","Rentals",1391220.89
2015,282,"Public Service Commission","Repair and maintenance",117524.20
2015,282,"Public Service Commission","Utilities, materials and supplies",165855.31
2015,282,"Public Service Commission","Acquisition of machinery and equipment",778350.92
2015,282,"Public Service Commission","Other subsidies and payments",222241.69
2015,282,"Public Service Commission","External revenues",-46873.17
2015,282,"Public Service Commission","Internal revenues",-8699698.46
2015,288,"Registrar of the Supreme Court of Canada","Personnel",26058946.78
2015,288,"Registrar of the Supreme Court of Canada","Transportation and communications",1877264.68
2015,288,"Registrar of the Supreme Court of Canada","Information",85002.91
2015,288,"Registrar of the Supreme Court of Canada","Professional and special services",1403945.26
2015,288,"Registrar of the Supreme Court of Canada","Rentals",684349.36
2015,288,"Registrar of the Supreme Court of Canada","Repair and maintenance",115711.47
2015,288,"Registrar of the Supreme Court of Canada","Utilities, materials and supplies",1362299.20
2015,288,"Registrar of the Supreme Court of Canada","Acquisition of machinery and equipment",721809.19
2015,288,"Registrar of the Supreme Court of Canada","Other subsidies and payments",30419.51
2015,295,"Royal Canadian Mounted Police","Personnel",3222801939.37
2015,295,"Royal Canadian Mounted Police","Transportation and communications",193433468.78
2015,295,"Royal Canadian Mounted Police","Information",4076217.08
2015,295,"Royal Canadian Mounted Police","Professional and special services",422305061.40
2015,295,"Royal Canadian Mounted Police","Rentals",102395683.48
2015,295,"Royal Canadian Mounted Police","Repair and maintenance",82215176.71
2015,295,"Royal Canadian Mounted Police","Utilities, materials and supplies",128691904.03
2015,295,"Royal Canadian Mounted Police","Acquisition of land, buildings and works",71658484.08
2015,295,"Royal Canadian Mounted Police","Acquisition of machinery and equipment",242144322.38
2015,295,"Royal Canadian Mounted Police","Transfer payments",194891963.09
2015,295,"Royal Canadian Mounted Police","Other subsidies and payments",88833645.26
2015,295,"Royal Canadian Mounted Police","External revenues",-1873796598.63
2015,295,"Royal Canadian Mounted Police","Internal revenues",-23423695.90
2015,296,"Royal Canadian Mounted Police External Review Committee","Personnel",1179300.77
2015,296,"Royal Canadian Mounted Police External Review Committee","Transportation and communications",11644.06
2015,296,"Royal Canadian Mounted Police External Review Committee","Information",13774.00
2015,296,"Royal Canadian Mounted Police External Review Committee","Professional and special services",273603.14
2015,296,"Royal Canadian Mounted Police External Review Committee","Rentals",3023.21
2015,296,"Royal Canadian Mounted Police External Review Committee","Utilities, materials and supplies",23973.28
2015,296,"Royal Canadian Mounted Police External Review Committee","Acquisition of machinery and equipment",12651.02
2015,297,"Civilian Review and Complaints Commission for the Royal Canadian Mounted Police","Personnel",7402594.09
2015,297,"Civilian Review and Complaints Commission for the Royal Canadian Mounted Police","Transportation and communications",382686.66
2015,297,"Civilian Review and Complaints Commission for the Royal Canadian Mounted Police","Information",35048.12
2015,297,"Civilian Review and Complaints Commission for the Royal Canadian Mounted Police","Professional and special services",1178435.93
2015,297,"Civilian Review and Complaints Commission for the Royal Canadian Mounted Police","Rentals",60531.24
2015,297,"Civilian Review and Complaints Commission for the Royal Canadian Mounted Police","Repair and maintenance",232786.41
2015,297,"Civilian Review and Complaints Commission for the Royal Canadian Mounted Police","Utilities, materials and supplies",89274.98
2015,297,"Civilian Review and Complaints Commission for the Royal Canadian Mounted Police","Acquisition of machinery and equipment",336691.24
2015,297,"Civilian Review and Complaints Commission for the Royal Canadian Mounted Police","Other subsidies and payments",14.39
2015,302,"National Security and Intelligence Review Agency Secretariat","Personnel",2167724.01
2015,302,"National Security and Intelligence Review Agency Secretariat","Transportation and communications",224242.29
2015,302,"National Security and Intelligence Review Agency Secretariat","Information",43219.76
2015,302,"National Security and Intelligence Review Agency Secretariat","Professional and special services",341226.89
2015,302,"National Security and Intelligence Review Agency Secretariat","Rentals",50462.30
2015,302,"National Security and Intelligence Review Agency Secretariat","Repair and maintenance",2510.23
2015,302,"National Security and Intelligence Review Agency Secretariat","Utilities, materials and supplies",23662.87
2015,302,"National Security and Intelligence Review Agency Secretariat","Acquisition of machinery and equipment",16414.56
2015,302,"National Security and Intelligence Review Agency Secretariat","Other subsidies and payments",11.82
2015,303,"Senate","Personnel",61159390.43
2015,303,"Senate","Transportation and communications",5436881.08
2015,303,"Senate","Information",531307.97
2015,303,"Senate","Professional and special services",2902809.89
2015,303,"Senate","Rentals",1433364.80
2015,303,"Senate","Repair and maintenance",590485.52
2015,303,"Senate","Utilities, materials and supplies",565527.57
2015,303,"Senate","Acquisition of machinery and equipment",1478528.78
2015,303,"Senate","Transfer payments",466342.61
2015,303,"Senate","Other subsidies and payments",7454.75
2015,305,"Shared Services Canada","Personnel",587075079.27
2015,305,"Shared Services Canada","Transportation and communications",489766038.49
2015,305,"Shared Services Canada","Information",581480.13
2015,305,"Shared Services Canada","Professional and special services",191473464.46
2015,305,"Shared Services Canada","Rentals",297862179.10
2015,305,"Shared Services Canada","Repair and maintenance",85343673.14
2015,305,"Shared Services Canada","Utilities, materials and supplies",6932063.73
2015,305,"Shared Services Canada","Acquisition of land, buildings and works",4127139.88
2015,305,"Shared Services Canada","Acquisition of machinery and equipment",263701611.64
2015,305,"Shared Services Canada","Other subsidies and payments",1519973.69
2015,305,"Shared Services Canada","External revenues",-8884419.93
2015,305,"Shared Services Canada","Internal revenues",-415054513.19
2015,306,"Social Sciences and Humanities Research Council","Personnel",20779099.50
2015,306,"Social Sciences and Humanities Research Council","Transportation and communications",1078550.77
2015,306,"Social Sciences and Humanities Research Council","Information",948727.00
2015,306,"Social Sciences and Humanities Research Council","Professional and special services",2527652.89
2015,306,"Social Sciences and Humanities Research Council","Rentals",519104.71
2015,306,"Social Sciences and Humanities Research Council","Repair and maintenance",78569.05
2015,306,"Social Sciences and Humanities Research Council","Utilities, materials and supplies",74682.96
2015,306,"Social Sciences and Humanities Research Council","Acquisition of machinery and equipment",378376.50
2015,306,"Social Sciences and Humanities Research Council","Transfer payments",693713462.84
2015,306,"Social Sciences and Humanities Research Council","Other subsidies and payments",193912.33
2015,312,"Standards Council of Canada","Other subsidies and payments",10194937.00
2015,313,"Statistics Canada","Personnel",517853565.85
2015,313,"Statistics Canada","Transportation and communications",25538552.00
2015,313,"Statistics Canada","Information",21154521.77
2015,313,"Statistics Canada","Professional and special services",28434643.34
2015,313,"Statistics Canada","Rentals",17347715.69
2015,313,"Statistics Canada","Repair and maintenance",1776219.05
2015,313,"Statistics Canada","Utilities, materials and supplies",3439337.49
2015,313,"Statistics Canada","Acquisition of machinery and equipment",6042950.54
2015,313,"Statistics Canada","Other subsidies and payments",307593.90
2015,313,"Statistics Canada","External revenues",-18621841.15
2015,313,"Statistics Canada","Internal revenues",-85712693.43
2015,315,"Telefilm Canada","Other subsidies and payments",95453551.00
2015,326,"Treasury Board Secretariat","Personnel",4496925899.80
2015,326,"Treasury Board Secretariat","Transportation and communications",1381294.59
2015,326,"Treasury Board Secretariat","Information",242757.94
2015,326,"Treasury Board Secretariat","Professional and special services",118710500.72
2015,326,"Treasury Board Secretariat","Rentals",2318070.84
2015,326,"Treasury Board Secretariat","Repair and maintenance",2722787.63
2015,326,"Treasury Board Secretariat","Utilities, materials and supplies",598936.59
2015,326,"Treasury Board Secretariat","Acquisition of machinery and equipment",6446528.54
2015,326,"Treasury Board Secretariat","Transfer payments",534546.33
2015,326,"Treasury Board Secretariat","Other subsidies and payments",4354618.66
2015,326,"Treasury Board Secretariat","External revenues",-9970041.48
2015,326,"Treasury Board Secretariat","Internal revenues",-496377158.05
2015,333,"Veterans Review and Appeal Board","Personnel",9745499.32
2015,333,"Veterans Review and Appeal Board","Transportation and communications",639400.66
2015,333,"Veterans Review and Appeal Board","Information",2319.56
2015,333,"Veterans Review and Appeal Board","Professional and special services",352989.27
2015,333,"Veterans Review and Appeal Board","Rentals",41910.78
2015,333,"Veterans Review and Appeal Board","Repair and maintenance",33484.39
2015,333,"Veterans Review and Appeal Board","Utilities, materials and supplies",55120.56
2015,333,"Veterans Review and Appeal Board","Acquisition of machinery and equipment",131579.33
2015,333,"Veterans Review and Appeal Board","Other subsidies and payments",61.10
2015,334,"VIA Rail Canada Inc.","Other subsidies and payments",365500460.29
2015,339,"Windsor-Detroit Bridge Authority","Other subsidies and payments",138500000.00
2015,539,"Administrative Tribunals Support Service of Canada","Personnel",64259345.42
2015,539,"Administrative Tribunals Support Service of Canada","Transportation and communications",2902706.54
2015,539,"Administrative Tribunals Support Service of Canada","Information",604730.18
2015,539,"Administrative Tribunals Support Service of Canada","Professional and special services",7071378.95
2015,539,"Administrative Tribunals Support Service of Canada","Rentals",1344165.08
2015,539,"Administrative Tribunals Support Service of Canada","Repair and maintenance",234443.22
2015,539,"Administrative Tribunals Support Service of Canada","Utilities, materials and supplies",629231.19
2015,539,"Administrative Tribunals Support Service of Canada","Acquisition of machinery and equipment",1536952.11
2015,539,"Administrative Tribunals Support Service of Canada","Other subsidies and payments",232136.66
2015,539,"Administrative Tribunals Support Service of Canada","External revenues",-14840762.00
2015,539,"Administrative Tribunals Support Service of Canada","Internal revenues",-7122335.00
2015,552,"Canadian High Arctic Research Station","Personnel",3191400.81
2015,552,"Canadian High Arctic Research Station","Transportation and communications",752530.33
2015,552,"Canadian High Arctic Research Station","Information",157822.62
2015,552,"Canadian High Arctic Research Station","Professional and special services",1047899.70
2015,552,"Canadian High Arctic Research Station","Rentals",362972.51
2015,552,"Canadian High Arctic Research Station","Repair and maintenance",2270.00
2015,552,"Canadian High Arctic Research Station","Utilities, materials and supplies",478797.94
2015,552,"Canadian High Arctic Research Station","Acquisition of machinery and equipment",767353.96
2015,552,"Canadian High Arctic Research Station","Transfer payments",2812970.74
2015,552,"Canadian High Arctic Research Station","Other subsidies and payments",619.48
2015,554,"Parliamentary Protective Service","Personnel",25958053.70
2015,554,"Parliamentary Protective Service","Transportation and communications",103558.98
2015,554,"Parliamentary Protective Service","Information",13185.07
2015,554,"Parliamentary Protective Service","Professional and special services",22858153.39
2015,554,"Parliamentary Protective Service","Rentals",31745.47
2015,554,"Parliamentary Protective Service","Repair and maintenance",6165.69
2015,554,"Parliamentary Protective Service","Utilities, materials and supplies",1244170.55
2015,554,"Parliamentary Protective Service","Acquisition of machinery and equipment",252159.96
2015,554,"Parliamentary Protective Service","Other subsidies and payments",3738.31
2016,1,"Department of Agriculture and Agri-Food","Personnel",440958986.97
2016,1,"Department of Agriculture and Agri-Food","Transportation and communications",14190482.49
2016,1,"Department of Agriculture and Agri-Food","Information",7533482.41
2016,1,"Department of Agriculture and Agri-Food","Professional and special services",112947119.62
2016,1,"Department of Agriculture and Agri-Food","Rentals",7090191.68
2016,1,"Department of Agriculture and Agri-Food","Repair and maintenance",14326028.84
2016,1,"Department of Agriculture and Agri-Food","Utilities, materials and supplies",37106859.27
2016,1,"Department of Agriculture and Agri-Food","Acquisition of land, buildings and works",65545306.56
2016,1,"Department of Agriculture and Agri-Food","Acquisition of machinery and equipment",39207195.65
2016,1,"Department of Agriculture and Agri-Food","Transfer payments",1573796728.55
2016,1,"Department of Agriculture and Agri-Food","Other subsidies and payments",362983440.11
2016,1,"Department of Agriculture and Agri-Food","External revenues",-42809028.24
2016,1,"Department of Agriculture and Agri-Food","Internal revenues",-17966444.27
2016,2,"House of Commons","Personnel",336628580.68
2016,2,"House of Commons","Transportation and communications",41949943.31
2016,2,"House of Commons","Information",8355934.51
2016,2,"House of Commons","Professional and special services",26589275.29
2016,2,"House of Commons","Rentals",18388104.06
2016,2,"House of Commons","Repair and maintenance",4632852.89
2016,2,"House of Commons","Utilities, materials and supplies",10148140.05
2016,2,"House of Commons","Acquisition of machinery and equipment",16502928.51
2016,2,"House of Commons","Transfer payments",977354.16
2016,2,"House of Commons","Other subsidies and payments",2413042.96
2016,2,"House of Commons","External revenues",-4637843.53
2016,2,"House of Commons","Internal revenues",-17053914.52
2016,12,"Atlantic Canada Opportunities Agency","Personnel",60097981.19
2016,12,"Atlantic Canada Opportunities Agency","Transportation and communications",2220236.77
2016,12,"Atlantic Canada Opportunities Agency","Information",456479.06
2016,12,"Atlantic Canada Opportunities Agency","Professional and special services",4212973.11
2016,12,"Atlantic Canada Opportunities Agency","Rentals",2047412.60
2016,12,"Atlantic Canada Opportunities Agency","Repair and maintenance",299718.12
2016,12,"Atlantic Canada Opportunities Agency","Utilities, materials and supplies",406280.15
2016,12,"Atlantic Canada Opportunities Agency","Acquisition of machinery and equipment",574167.09
2016,12,"Atlantic Canada Opportunities Agency","Transfer payments",262479231.24
2016,12,"Atlantic Canada Opportunities Agency","Other subsidies and payments",-428977.33
2016,14,"Atomic Energy of Canada Limited","Other subsidies and payments",784133000.00
2016,26,"Canada Border Services Agency","Personnel",1298263461.66
2016,26,"Canada Border Services Agency","Transportation and communications",36381513.52
2016,26,"Canada Border Services Agency","Information",805561.67
2016,26,"Canada Border Services Agency","Professional and special services",268959497.92
2016,26,"Canada Border Services Agency","Rentals",6882552.90
2016,26,"Canada Border Services Agency","Repair and maintenance",28602127.03
2016,26,"Canada Border Services Agency","Utilities, materials and supplies",11691731.67
2016,26,"Canada Border Services Agency","Acquisition of land, buildings and works",28181107.06
2016,26,"Canada Border Services Agency","Acquisition of machinery and equipment",30661718.27
2016,26,"Canada Border Services Agency","Other subsidies and payments",9649174.67
2016,26,"Canada Border Services Agency","External revenues",-21127558.55
2016,29,"Canada Council for the Arts","Other subsidies and payments",222574389.00
2016,42,"Canada Mortgage and Housing Corporation","Other subsidies and payments",3129131175.48
2016,44,"Canada Post Corporation","Other subsidies and payments",22210000.00
2016,46,"Canada Revenue Agency","Personnel",3495475224.94
2016,46,"Canada Revenue Agency","Transportation and communications",119404007.30
2016,46,"Canada Revenue Agency","Information",4014770.25
2016,46,"Canada Revenue Agency","Professional and special services",384790223.61
2016,46,"Canada Revenue Agency","Rentals",295181593.36
2016,46,"Canada Revenue Agency","Repair and maintenance",86964642.90
2016,46,"Canada Revenue Agency","Utilities, materials and supplies",17493954.11
2016,46,"Canada Revenue Agency","Acquisition of machinery and equipment",29198384.59
2016,46,"Canada Revenue Agency","Transfer payments",319549464.73
2016,46,"Canada Revenue Agency","Other subsidies and payments",8048474.79
2016,46,"Canada Revenue Agency","External revenues",-172114454.00
2016,46,"Canada Revenue Agency","Internal revenues",-198058524.04
2016,47,"Canada School of Public Service","Personnel",59145579.06
2016,47,"Canada School of Public Service","Transportation and communications",1846558.26
2016,47,"Canada School of Public Service","Information",647420.67
2016,47,"Canada School of Public Service","Professional and special services",15530167.71
2016,47,"Canada School of Public Service","Rentals",2096692.14
2016,47,"Canada School of Public Service","Repair and maintenance",1468358.46
2016,47,"Canada School of Public Service","Utilities, materials and supplies",398426.34
2016,47,"Canada School of Public Service","Acquisition of machinery and equipment",1653416.68
2016,47,"Canada School of Public Service","Other subsidies and payments",-2381.03
2016,51,"Canadian Air Transport Security Authority","Other subsidies and payments",725303977.00
2016,53,"Canadian Broadcasting Corporation","Other subsidies and payments",1113023798.00
2016,55,"Canadian Centre for Occupational Health and Safety","Personnel",7963425.78
2016,55,"Canadian Centre for Occupational Health and Safety","Transportation and communications",219895.61
2016,55,"Canadian Centre for Occupational Health and Safety","Information",64759.09
2016,55,"Canadian Centre for Occupational Health and Safety","Professional and special services",1389496.76
2016,55,"Canadian Centre for Occupational Health and Safety","Rentals",28677.30
2016,55,"Canadian Centre for Occupational Health and Safety","Repair and maintenance",146818.75
2016,55,"Canadian Centre for Occupational Health and Safety","Utilities, materials and supplies",63015.34
2016,55,"Canadian Centre for Occupational Health and Safety","Acquisition of machinery and equipment",54308.07
2016,58,"Canadian Commercial Corporation","Other subsidies and payments",3510000.00
2016,61,"Canadian Dairy Commission","Other subsidies and payments",3773193.00
2016,63,"Impact Assessment Agency of Canada","Personnel",26367460.26
2016,63,"Impact Assessment Agency of Canada","Transportation and communications",1476850.93
2016,63,"Impact Assessment Agency of Canada","Information",643226.37
2016,63,"Impact Assessment Agency of Canada","Professional and special services",4637544.74
2016,63,"Impact Assessment Agency of Canada","Rentals",396273.80
2016,63,"Impact Assessment Agency of Canada","Repair and maintenance",10744.26
2016,63,"Impact Assessment Agency of Canada","Utilities, materials and supplies",172178.61
2016,63,"Impact Assessment Agency of Canada","Acquisition of machinery and equipment",741162.85
2016,63,"Impact Assessment Agency of Canada","Transfer payments",4578181.81
2016,63,"Impact Assessment Agency of Canada","Other subsidies and payments",302319.17
2016,63,"Impact Assessment Agency of Canada","External revenues",-614092.83
2016,63,"Impact Assessment Agency of Canada","Internal revenues",-23850.00
2016,65,"Canadian Food Inspection Agency","Personnel",558160181.45
2016,65,"Canadian Food Inspection Agency","Transportation and communications",20402324.17
2016,65,"Canadian Food Inspection Agency","Information",3212817.25
2016,65,"Canadian Food Inspection Agency","Professional and special services",82200761.79
2016,65,"Canadian Food Inspection Agency","Rentals",12871784.38
2016,65,"Canadian Food Inspection Agency","Repair and maintenance",18865089.95
2016,65,"Canadian Food Inspection Agency","Utilities, materials and supplies",18756763.00
2016,65,"Canadian Food Inspection Agency","Acquisition of land, buildings and works",155837.40
2016,65,"Canadian Food Inspection Agency","Acquisition of machinery and equipment",17458157.70
2016,65,"Canadian Food Inspection Agency","Transfer payments",42111439.46
2016,65,"Canadian Food Inspection Agency","Other subsidies and payments",11716703.57
2016,69,"Canadian Grain Commission","Personnel",40023418.22
2016,69,"Canadian Grain Commission","Transportation and communications",3362584.32
2016,69,"Canadian Grain Commission","Information",329886.93
2016,69,"Canadian Grain Commission","Professional and special services",2806219.54
2016,69,"Canadian Grain Commission","Rentals",5966379.44
2016,69,"Canadian Grain Commission","Repair and maintenance",2676169.66
2016,69,"Canadian Grain Commission","Utilities, materials and supplies",1071686.56
2016,69,"Canadian Grain Commission","Acquisition of machinery and equipment",2556231.75
2016,69,"Canadian Grain Commission","Other subsidies and payments",89241.73
2016,69,"Canadian Grain Commission","External revenues",-78785537.68
2016,69,"Canadian Grain Commission","Internal revenues",-669267.59
2016,71,"Canadian Human Rights Commission","Personnel",19047910.21
2016,71,"Canadian Human Rights Commission","Transportation and communications",813888.63
2016,71,"Canadian Human Rights Commission","Information",135294.72
2016,71,"Canadian Human Rights Commission","Professional and special services",1744188.91
2016,71,"Canadian Human Rights Commission","Rentals",269182.62
2016,71,"Canadian Human Rights Commission","Repair and maintenance",95133.86
2016,71,"Canadian Human Rights Commission","Utilities, materials and supplies",138908.82
2016,71,"Canadian Human Rights Commission","Acquisition of land, buildings and works",354279.12
2016,71,"Canadian Human Rights Commission","Acquisition of machinery and equipment",469169.03
2016,71,"Canadian Human Rights Commission","Other subsidies and payments",9942.38
2016,71,"Canadian Human Rights Commission","Internal revenues",-1397328.80
2016,74,"Canadian Institutes of Health Research","Personnel",45392079.72
2016,74,"Canadian Institutes of Health Research","Transportation and communications",2479746.33
2016,74,"Canadian Institutes of Health Research","Information",588423.01
2016,74,"Canadian Institutes of Health Research","Professional and special services",5382728.77
2016,74,"Canadian Institutes of Health Research","Rentals",1097804.66
2016,74,"Canadian Institutes of Health Research","Repair and maintenance",126284.79
2016,74,"Canadian Institutes of Health Research","Utilities, materials and supplies",208410.79
2016,74,"Canadian Institutes of Health Research","Acquisition of machinery and equipment",1782759.54
2016,74,"Canadian Institutes of Health Research","Transfer payments",1024248877.44
2016,74,"Canadian Institutes of Health Research","Other subsidies and payments",23229.58
2016,76,"Canadian Intergovernmental Conference Secretariat","Personnel",2550556.21
2016,76,"Canadian Intergovernmental Conference Secretariat","Transportation and communications",731786.73
2016,76,"Canadian Intergovernmental Conference Secretariat","Information",32245.80
2016,76,"Canadian Intergovernmental Conference Secretariat","Professional and special services",1397835.29
2016,76,"Canadian Intergovernmental Conference Secretariat","Rentals",287976.96
2016,76,"Canadian Intergovernmental Conference Secretariat","Repair and maintenance",11014.93
2016,76,"Canadian Intergovernmental Conference Secretariat","Utilities, materials and supplies",40516.12
2016,76,"Canadian Intergovernmental Conference Secretariat","Acquisition of machinery and equipment",173594.00
2016,76,"Canadian Intergovernmental Conference Secretariat","Other subsidies and payments",16412.34
2016,81,"Canadian Museum for Human Rights","Other subsidies and payments",33604000.00
2016,82,"Canadian Museum of History","Other subsidies and payments",77746477.00
2016,84,"Canadian Museum of Immigration at Pier 21","Other subsidies and payments",7900000.00
2016,85,"Canadian Museum of Nature","Other subsidies and payments",29770297.00
2016,86,"Canadian Northern Economic Development Agency","Personnel",10850038.73
2016,86,"Canadian Northern Economic Development Agency","Transportation and communications",583779.21
2016,86,"Canadian Northern Economic Development Agency","Information",44017.91
2016,86,"Canadian Northern Economic Development Agency","Professional and special services",1909067.59
2016,86,"Canadian Northern Economic Development Agency","Rentals",952322.07
2016,86,"Canadian Northern Economic Development Agency","Repair and maintenance",26490.88
2016,86,"Canadian Northern Economic Development Agency","Utilities, materials and supplies",71180.89
2016,86,"Canadian Northern Economic Development Agency","Acquisition of machinery and equipment",38523.42
2016,86,"Canadian Northern Economic Development Agency","Transfer payments",38647536.00
2016,86,"Canadian Northern Economic Development Agency","Other subsidies and payments",516092.15
2016,87,"Canadian Nuclear Safety Commission","Personnel",99327024.30
2016,87,"Canadian Nuclear Safety Commission","Transportation and communications",5026848.42
2016,87,"Canadian Nuclear Safety Commission","Information",1173341.31
2016,87,"Canadian Nuclear Safety Commission","Professional and special services",17084926.30
2016,87,"Canadian Nuclear Safety Commission","Rentals",5334022.34
2016,87,"Canadian Nuclear Safety Commission","Repair and maintenance",1670804.32
2016,87,"Canadian Nuclear Safety Commission","Utilities, materials and supplies",693062.14
2016,87,"Canadian Nuclear Safety Commission","Acquisition of machinery and equipment",4835365.75
2016,87,"Canadian Nuclear Safety Commission","Transfer payments",1868128.43
2016,87,"Canadian Nuclear Safety Commission","Other subsidies and payments",112507.08
2016,93,"Canadian Radio-television and Telecommunications Commission","Personnel",48071929.23
2016,93,"Canadian Radio-television and Telecommunications Commission","Transportation and communications",1642350.38
2016,93,"Canadian Radio-television and Telecommunications Commission","Information",1049437.65
2016,93,"Canadian Radio-television and Telecommunications Commission","Professional and special services",4889185.05
2016,93,"Canadian Radio-television and Telecommunications Commission","Rentals",1011375.78
2016,93,"Canadian Radio-television and Telecommunications Commission","Repair and maintenance",329723.52
2016,93,"Canadian Radio-television and Telecommunications Commission","Utilities, materials and supplies",251533.91
2016,93,"Canadian Radio-television and Telecommunications Commission","Acquisition of machinery and equipment",1581429.67
2016,93,"Canadian Radio-television and Telecommunications Commission","Other subsidies and payments",249668.49
2016,93,"Canadian Radio-television and Telecommunications Commission","External revenues",-47685088.00
2016,94,"Canadian Security Intelligence Service","Personnel",342737650.61
2016,94,"Canadian Security Intelligence Service","Other subsidies and payments",246678543.93
2016,95,"Canadian Space Agency","Personnel",67603502.87
2016,95,"Canadian Space Agency","Transportation and communications",4254722.95
2016,95,"Canadian Space Agency","Information",2531867.43
2016,95,"Canadian Space Agency","Professional and special services",106606752.50
2016,95,"Canadian Space Agency","Rentals",3654487.33
2016,95,"Canadian Space Agency","Repair and maintenance",5482986.65
2016,95,"Canadian Space Agency","Utilities, materials and supplies",1762735.50
2016,95,"Canadian Space Agency","Acquisition of machinery and equipment",138177377.46
2016,95,"Canadian Space Agency","Transfer payments",55515567.78
2016,95,"Canadian Space Agency","Other subsidies and payments",2708277.27
2016,97,"Canadian Tourism Commission","Other subsidies and payments",95475770.00
2016,98,"Canadian Transportation Accident Investigation and Safety Board","Personnel",24819602.48
2016,98,"Canadian Transportation Accident Investigation and Safety Board","Transportation and communications",1596562.33
2016,98,"Canadian Transportation Accident Investigation and Safety Board","Information",138533.58
2016,98,"Canadian Transportation Accident Investigation and Safety Board","Professional and special services",1791895.91
2016,98,"Canadian Transportation Accident Investigation and Safety Board","Rentals",380907.46
2016,98,"Canadian Transportation Accident Investigation and Safety Board","Repair and maintenance",379628.00
2016,98,"Canadian Transportation Accident Investigation and Safety Board","Utilities, materials and supplies",198200.18
2016,98,"Canadian Transportation Accident Investigation and Safety Board","Acquisition of land, buildings and works",3773.41
2016,98,"Canadian Transportation Accident Investigation and Safety Board","Acquisition of machinery and equipment",682701.55
2016,98,"Canadian Transportation Accident Investigation and Safety Board","Other subsidies and payments",939.56
2016,99,"Canadian Transportation Agency","Personnel",23237905.00
2016,99,"Canadian Transportation Agency","Transportation and communications",571177.74
2016,99,"Canadian Transportation Agency","Information",364894.61
2016,99,"Canadian Transportation Agency","Professional and special services",1732810.06
2016,99,"Canadian Transportation Agency","Rentals",649378.25
2016,99,"Canadian Transportation Agency","Repair and maintenance",44106.09
2016,99,"Canadian Transportation Agency","Utilities, materials and supplies",103773.50
2016,99,"Canadian Transportation Agency","Acquisition of machinery and equipment",234947.81
2016,99,"Canadian Transportation Agency","Other subsidies and payments",9084.06
2016,110,"Communications Security Establishment","Personnel",251997855.53
2016,110,"Communications Security Establishment","Acquisition of land, buildings and works",8358193.92
2016,110,"Communications Security Establishment","Other subsidies and payments",330988325.06
2016,110,"Communications Security Establishment","External revenues",-69156.00
2016,110,"Communications Security Establishment","Internal revenues",-415025.00
2016,114,"Copyright Board","Personnel",1785589.74
2016,114,"Copyright Board","Transportation and communications",57229.46
2016,114,"Copyright Board","Information",105051.04
2016,114,"Copyright Board","Professional and special services",685824.00
2016,114,"Copyright Board","Rentals",111353.24
2016,114,"Copyright Board","Repair and maintenance",230107.66
2016,114,"Copyright Board","Utilities, materials and supplies",62677.45
2016,114,"Copyright Board","Acquisition of machinery and equipment",52483.52
2016,114,"Copyright Board","Other subsidies and payments",5411.64
2016,117,"Correctional Service of Canada","Personnel",1650851405.38
2016,117,"Correctional Service of Canada","Transportation and communications",26097000.13
2016,117,"Correctional Service of Canada","Information",769049.25
2016,117,"Correctional Service of Canada","Professional and special services",324701836.44
2016,117,"Correctional Service of Canada","Rentals",24774538.33
2016,117,"Correctional Service of Canada","Repair and maintenance",36001447.02
2016,117,"Correctional Service of Canada","Utilities, materials and supplies",147033698.75
2016,117,"Correctional Service of Canada","Acquisition of land, buildings and works",101611728.87
2016,117,"Correctional Service of Canada","Acquisition of machinery and equipment",42813489.42
2016,117,"Correctional Service of Canada","Transfer payments",4780075.57
2016,117,"Correctional Service of Canada","Other subsidies and payments",95558608.04
2016,117,"Correctional Service of Canada","External revenues",-13417698.79
2016,117,"Correctional Service of Canada","Internal revenues",-78770777.41
2016,118,"Courts Administration Service","Personnel",50727120.86
2016,118,"Courts Administration Service","Transportation and communications",2727716.87
2016,118,"Courts Administration Service","Information",413118.51
2016,118,"Courts Administration Service","Professional and special services",8984232.53
2016,118,"Courts Administration Service","Rentals",2021609.03
2016,118,"Courts Administration Service","Repair and maintenance",1096511.94
2016,118,"Courts Administration Service","Utilities, materials and supplies",2274303.77
2016,118,"Courts Administration Service","Acquisition of land, buildings and works",1075081.63
2016,118,"Courts Administration Service","Acquisition of machinery and equipment",2729254.91
2016,118,"Courts Administration Service","Other subsidies and payments",228298.44
2016,122,"Department of Canadian Heritage","Personnel",166092422.79
2016,122,"Department of Canadian Heritage","Transportation and communications",4112606.50
