"fy_ef","org_id","org_name","sobj_en","expenditures"
2011,130,"Department of Industry","External revenues",-203674870.91
2011,130,"Department of Industry","Internal revenues",-14537215.61
2011,132,"Department of Justice","Personnel",577302006.18
2011,132,"Department of Justice","Transportation and communications",14108550.31
2011,132,"Department of Justice","Information",3118558.86
2011,132,"Department of Justice","Professional and special services",42444838.42
2011,132,"Department of Justice","Rentals",5167088.06
2011,132,"Department of Justice","Repair and maintenance",10666612.25
2011,132,"Department of Justice","Utilities, materials and supplies",5279949.11
2011,132,"Department of Justice","Acquisition of machinery and equipment",12218436.06
2011,132,"Department of Justice","Transfer payments",381614513.73
2011,132,"Department of Justice","Other subsidies and payments",2226404.54
2011,132,"Department of Justice","External revenues",-649921.70
2011,132,"Department of Justice","Internal revenues",-308489271.36
2011,133,"Department of National Defence","Personnel",9758532932.04
2011,133,"Department of National Defence","Transportation and communications",852650289.73
2011,133,"Department of National Defence","Information",15965925.24
2011,133,"Department of National Defence","Professional and special services",3243210066.21
2011,133,"Department of National Defence","Rentals",598509399.80
2011,133,"Department of National Defence","Repair and maintenance",1508569975.04
2011,133,"Department of National Defence","Utilities, materials and supplies",1140085714.47
2011,133,"Department of National Defence","Acquisition of land, buildings and works",427614855.78
2011,133,"Department of National Defence","Acquisition of machinery and equipment",2637310787.86
2011,133,"Department of National Defence","Transfer payments",209746121.01
2011,133,"Department of National Defence","Other subsidies and payments",215169856.03
2011,133,"Department of National Defence","External revenues",-373899682.92
2011,133,"Department of National Defence","Internal revenues",-14708378.89
2011,134,"Department of Natural Resources","Personnel",461058960.24
2011,134,"Department of Natural Resources","Transportation and communications",24210052.37
2011,134,"Department of Natural Resources","Information",10769575.71
2011,134,"Department of Natural Resources","Professional and special services",266429467.76
2011,134,"Department of Natural Resources","Rentals",19021258.33
2011,134,"Department of Natural Resources","Repair and maintenance",6548717.30
2011,134,"Department of Natural Resources","Utilities, materials and supplies",19802868.35
2011,134,"Department of Natural Resources","Acquisition of land, buildings and works",12860452.54
2011,134,"Department of Natural Resources","Acquisition of machinery and equipment",26945054.80
2011,134,"Department of Natural Resources","Transfer payments",2508639177.69
2011,134,"Department of Natural Resources","Other subsidies and payments",20950768.33
2011,134,"Department of Natural Resources","External revenues",-22427825.55
2011,134,"Department of Natural Resources","Internal revenues",-2635923.76
2011,135,"Department of Public Safety and Emergency Preparedness","Personnel",117341795.87
2011,135,"Department of Public Safety and Emergency Preparedness","Transportation and communications",5406679.82
2011,135,"Department of Public Safety and Emergency Preparedness","Information",2663969.53
2011,135,"Department of Public Safety and Emergency Preparedness","Professional and special services",20786240.64
2011,135,"Department of Public Safety and Emergency Preparedness","Rentals",5328747.44
2011,135,"Department of Public Safety and Emergency Preparedness","Repair and maintenance",2101532.08
2011,135,"Department of Public Safety and Emergency Preparedness","Utilities, materials and supplies",1003389.35
2011,135,"Department of Public Safety and Emergency Preparedness","Acquisition of land, buildings and works",1264534.89
2011,135,"Department of Public Safety and Emergency Preparedness","Acquisition of machinery and equipment",2975170.72
2011,135,"Department of Public Safety and Emergency Preparedness","Transfer payments",244162360.48
2011,135,"Department of Public Safety and Emergency Preparedness","Other subsidies and payments",126528.09
2011,135,"Department of Public Safety and Emergency Preparedness","Internal revenues",-1596153.00
2011,136,"Department of Public Works and Government Services","Personnel",1247720723.37
2011,136,"Department of Public Works and Government Services","Transportation and communications",126223881.91
2011,136,"Department of Public Works and Government Services","Information",11419976.07
2011,136,"Department of Public Works and Government Services","Professional and special services",1531381556.23
2011,136,"Department of Public Works and Government Services","Rentals",1123792384.45
2011,136,"Department of Public Works and Government Services","Repair and maintenance",1040644185.34
2011,136,"Department of Public Works and Government Services","Utilities, materials and supplies",231923796.65
2011,136,"Department of Public Works and Government Services","Acquisition of land, buildings and works",363683642.37
2011,136,"Department of Public Works and Government Services","Acquisition of machinery and equipment",69720811.10
2011,136,"Department of Public Works and Government Services","Transfer payments",5211718.67
2011,136,"Department of Public Works and Government Services","Other subsidies and payments",545371079.24
2011,136,"Department of Public Works and Government Services","External revenues",-376477381.34
2011,136,"Department of Public Works and Government Services","Internal revenues",-3127107829.89
2011,137,"Department of the Environment","Personnel",640073357.95
2011,137,"Department of the Environment","Transportation and communications",47025149.35
2011,137,"Department of the Environment","Information",2688661.40
2011,137,"Department of the Environment","Professional and special services",126097007.46
2011,137,"Department of the Environment","Rentals",22315065.81
2011,137,"Department of the Environment","Repair and maintenance",21566523.35
2011,137,"Department of the Environment","Utilities, materials and supplies",34673913.16
2011,137,"Department of the Environment","Acquisition of land, buildings and works",1800289.33
2011,137,"Department of the Environment","Acquisition of machinery and equipment",60451771.89
2011,137,"Department of the Environment","Transfer payments",106167145.75
2011,137,"Department of the Environment","Other subsidies and payments",4071661.32
2011,137,"Department of the Environment","External revenues",-36939941.15
2011,137,"Department of the Environment","Internal revenues",-21514349.35
2011,138,"Department of Transport","Personnel",542805283.00
2011,138,"Department of Transport","Transportation and communications",34000986.61
2011,138,"Department of Transport","Information",2510157.25
2011,138,"Department of Transport","Professional and special services",150491816.27
2011,138,"Department of Transport","Rentals",8401873.31
2011,138,"Department of Transport","Repair and maintenance",18187752.73
2011,138,"Department of Transport","Utilities, materials and supplies",19260092.19
2011,138,"Department of Transport","Acquisition of land, buildings and works",30272241.16
2011,138,"Department of Transport","Acquisition of machinery and equipment",20534607.19
2011,138,"Department of Transport","Transfer payments",426683222.20
2011,138,"Department of Transport","Other subsidies and payments",116269240.09
2011,138,"Department of Transport","External revenues",-52700705.00
2011,138,"Department of Transport","Internal revenues",-35525602.00
2011,139,"Department of Veterans Affairs","Personnel",333644417.15
2011,139,"Department of Veterans Affairs","Transportation and communications",30578389.53
2011,139,"Department of Veterans Affairs","Information",4408201.76
2011,139,"Department of Veterans Affairs","Professional and special services",357972920.29
2011,139,"Department of Veterans Affairs","Rentals",7897321.27
2011,139,"Department of Veterans Affairs","Repair and maintenance",8283109.49
2011,139,"Department of Veterans Affairs","Utilities, materials and supplies",200462705.62
2011,139,"Department of Veterans Affairs","Acquisition of land, buildings and works",4340861.73
2011,139,"Department of Veterans Affairs","Acquisition of machinery and equipment",4336179.89
2011,139,"Department of Veterans Affairs","Transfer payments",2511673994.59
2011,139,"Department of Veterans Affairs","Other subsidies and payments",33489149.13
2011,140,"Department of Western Economic Diversification","Personnel",44693989.19
2011,140,"Department of Western Economic Diversification","Transportation and communications",2754843.37
2011,140,"Department of Western Economic Diversification","Information",250705.96
